"Titre de tracé : 20156686"
"#","Date Heure, GMT-04:00","Temp., °C (LGR S/N: 20156686, SEN S/N: 20156686)","Coupleur détaché (LGR S/N: 20156686)","Coupleur attaché (LGR S/N: 20156686)","Hôte connecté (LGR S/N: 20156686)","Arrêté (LGR S/N: 20156686)","Fin de fichier (LGR S/N: 20156686)"
470,07/09/19 03:25:34 AM,2.837,,,,,
471,07/09/19 03:55:34 AM,2.624,,,,,
472,07/09/19 04:25:34 AM,2.517,,,,,
473,07/09/19 04:55:34 AM,2.410,,,,,
474,07/09/19 05:25:34 AM,2.410,,,,,
475,07/09/19 05:55:34 AM,2.410,,,,,
476,07/09/19 06:25:34 AM,2.517,,,,,
477,07/09/19 06:55:34 AM,2.624,,,,,
478,07/09/19 07:25:34 AM,2.943,,,,,
479,07/09/19 07:55:34 AM,3.261,,,,,
480,07/09/19 08:25:34 AM,3.472,,,,,
481,07/09/19 08:55:34 AM,3.683,,,,,
482,07/09/19 09:25:34 AM,4.102,,,,,
483,07/09/19 09:55:34 AM,3.998,,,,,
484,07/09/19 10:25:34 AM,5.037,,,,,
485,07/09/19 10:55:34 AM,8.282,,,,,
486,07/09/19 11:25:34 AM,8.182,,,,,
487,07/09/19 11:55:34 AM,8.382,,,,,
488,07/09/19 12:25:34 PM,7.280,,,,,
489,07/09/19 12:55:34 PM,6.775,,,,,
490,07/09/19 01:25:34 PM,8.182,,,,,
491,07/09/19 01:55:34 PM,9.275,,,,,
492,07/09/19 02:25:34 PM,8.879,,,,,
493,07/09/19 02:55:34 PM,7.582,,,,,
494,07/09/19 03:25:34 PM,7.079,,,,,
495,07/09/19 03:55:34 PM,7.280,,,,,
496,07/09/19 04:25:34 PM,7.882,,,,,
497,07/09/19 04:55:34 PM,8.581,,,,,
498,07/09/19 05:25:34 PM,9.176,,,,,
499,07/09/19 05:55:34 PM,9.768,,,,,
